host_response_time;host_response_rate;host_is_superhost;host_listings_count;street;neighbourhood;neighbourhood_cleansed;;;;;;;neighbourhood_group_cleansed;city;state;zipcode;market;smart_location;country_code;country;latitude;longitude;is_location_exact;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;square_feet;price;weekly_price;monthly_price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;calendar_last_scraped;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;requires_license;license;jurisdiction_names;instant_bookable;is_business_travel_ready;cancellation_policy;require_guest_profile_picture;require_guest_phone_verification;calculated_host_listings_count;reviews_per_month;ano;mes;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;number_of_reviews_ltm;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Laranjeiras;Laranjeiras;;;;;;;;Rio de Janeiro;Rio de Janeiro;22231-180;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.293.352.204.321.090;-4.318.116.533.039.850;f;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Bed linens""}";;$120.00;;$3,750.00;$2,000.00;$120.00;2;$50.00;28;1125;11 months ago;t;0;0;0;88;14/04/2018;12;13/01/2012;01/03/2017;94.0;9.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;t;t;1;0.16;2018;4;;;;;;;;;;
within a day;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;;;;;;;Rio de Janeiro;Rio de Janeiro;22640-085;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.300.683.607.538.980;-4.332.427.114.566.510;t;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Washer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";;$256.00;$4,952.00;$16,734.00;$820.00;$205.00;2;$41.00;5;365;3 weeks ago;t;30;60;90;365;15/04/2018;13;11/07/2012;26/09/2017;95.0;10.0;10.0;10.0;10.0;9.0;9.0;f;;;f;f;strict;f;f;1;0.19;2018;4;;;;;;;;;;
within an hour;100%;f;3.0;Rio de Janeiro, Rio de Janeiro, Brazil;Botafogo;Botafogo;;;;;;;;Rio de Janeiro;Rio de Janeiro;22250-180;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.946.820.542.869.300;-4.318.368.433.055.900;t;Guesthouse;Private room;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",Doorman,""Free street parking"",""Buzzer/wireless intercom"",Washer,Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",Microwave,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Host greets you""}";0.0;$140.00;;;;$48.00;2;$50.00;1;19;1 week ago;t;8;34;63;167;15/04/2018;194;03/01/2012;23/03/2018;96.0;10.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;t;t;2;2.54;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Lapa;Santa Teresa;;;;;;;;Rio de Janeiro;Rio de Janeiro;20241-320;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.915.254.577.724.500;-4.318.136.289.087.770;t;House;Entire home/apt;3;1.0;1.0;3.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets live on this property"",Dog(s),""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron}";;$181.00;;;$350.00;$80.00;1;$80.00;2;1125;3 months ago;t;14;25;55;330;15/04/2018;20;31/10/2012;19/08/2016;95.0;9.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;t;t;1;0.3;2018;4;;;;;;;;;;
a few days or more;0%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22411-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.986.684.516.279.200;-4.320.403.453.139.970;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";;$512.00;;;$683.00;$154.00;2;$85.00;5;14;15 months ago;t;30;60;90;365;14/04/2018;26;16/01/2012;14/07/2013;94.0;9.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;super_strict_30;t;t;2;0.34;2018;4;;;;;;;;;;
within an hour;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22060;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.979.847.913.088.700;-4.319.135.404.653.490;t;Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Hot water"",""Long term stays allowed"",""Paid parking on premises""}";;$198.00;;;$1,025.00;$212.00;5;$68.00;5;90;2 weeks ago;t;4;7;37;312;14/04/2018;115;14/01/2012;21/03/2018;90.0;9.0;9.0;10.0;10.0;10.0;9.0;f;;;t;f;strict;f;f;1;1.51;2018;4;;;;;;;;;;
;;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Santa Teresa;Santa Teresa;;;;;;;;Rio de Janeiro;Rio de Janeiro;20241-263;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-229.300.689.216.508;-4.319.453.100.989.290;t;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,Shampoo}";;$512.00;;;$342.00;$137.00;1;$102.00;2;300;21 months ago;t;30;60;90;365;15/04/2018;7;16/07/2012;06/07/2014;100.0;10.0;10.0;10.0;10.0;9.0;9.0;f;;;f;f;strict;f;f;2;0.1;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Recreio dos Bandeirantes;Vargem Pequena;;;;;;;;Rio de Janeiro;Rio de Janeiro;22783-115;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.665.261.248.180;-434.322.466.109.785;t;Apartment;Entire home/apt;4;1.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher""}";;$201.00;$1,000.00;$2,500.00;$500.00;;1;$100.00;2;30;10 months ago;t;30;60;90;365;15/04/2018;2;15/08/2016;04/06/2017;80.0;9.0;8.0;9.0;9.0;9.0;8.0;f;;;t;f;moderate;f;f;1;0.1;2018;4;;;;;;;;;;
;;f;3.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22020-040;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.967.195.464.304.300;-4.317.983.066.452.520;f;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";0.0;$249.00;$1,600.00;$5,000.00;;$150.00;1;$0.00;2;365;18 months ago;t;28;58;88;363;14/04/2018;8;08/01/2013;01/01/2015;87.0;8.0;9.0;9.0;9.0;10.0;8.0;f;;;f;f;strict;t;t;2;0.12;2018;4;;;;;;;;;;
within a few hours;100%;t;5.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22410-001;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.984.046.680.078.700;-4.320.033.559.708.550;f;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Children’s books and toys"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";;$219.00;;;$400.00;$100.00;3;$50.00;2;6000;3 days ago;t;13;43;61;287;14/04/2018;24;12/03/2012;08/02/2018;97.0;10.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;5;0.32;2018;4;;;;;;;;;;
within an hour;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22081-025;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.984.104.389.707.400;-4.319.268.956.952.350;t;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";;$65.00;;;$0.00;$100.00;2;$50.00;3;30;6 weeks ago;t;0;0;0;0;14/04/2018;44;02/02/2012;26/02/2018;95.0;9.0;9.0;10.0;10.0;10.0;10.0;f;;;t;f;strict;f;t;1;0.58;2018;4;;;;;;;;;;
a few days or more;0%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Leme;Leme;;;;;;;;Rio de Janeiro;Rio de Janeiro;22010-070;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.966.306.735.066.100;-4.317.260.586.702.310;t;Apartment;Entire home/apt;6;2.5;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace""}";1292.0;$598.00;;;$342.00;$120.00;4;$0.00;3;30;6 months ago;t;29;59;89;364;14/04/2018;12;23/08/2012;31/01/2016;92.0;9.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;t;t;2;0.17;2018;4;;;;;;;;;;
within a day;100%;f;2.0;Santa Tereza, Rio de Janeiro, Brazil;Santa Teresa;Santa Teresa;;;;;;;;Santa Tereza;Rio de Janeiro;20241000;Rio De Janeiro;Santa Tereza, Brazil;BR;Brazil;-22.938.361.619.417.200;-4.320.521.792.145.270;t;Loft;Entire home/apt;5;1.5;1.0;2.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Hot tub"",""Indoor fireplace"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Children’s books and toys"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";;$202.00;;$4,743.00;$1,027.00;$154.00;2;$68.00;2;365;5 weeks ago;t;30;60;90;239;15/04/2018;27;25/06/2012;14/02/2018;96.0;10.0;10.0;10.0;10.0;9.0;9.0;f;;;f;f;strict;f;t;2;0.38;2018;4;;;;;;;;;;
within a few hours;100%;f;1.0;Rio, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio;Rio de Janeiro;22071-020;Rio De Janeiro;Rio, Brazil;BR;Brazil;-2.297.953.670.566.820;-4.319.019.484.304.130;t;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Room-darkening shades"",""Ethernet connection""}";;$134.00;;;$901.00;$0.00;4;$60.00;5;1125;5 days ago;t;12;37;60;150;15/04/2018;68;29/04/2014;31/03/2018;88.0;9.0;9.0;10.0;9.0;9.0;9.0;f;;;f;f;strict;f;f;1;1.41;2018;4;;;;;;;;;;
a few days or more;0%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;;;;;;;Rio de Janeiro;Rio de Janeiro;22631-460;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-23.006.540.624.154.400;-4.334.505.822.552.330;t;Apartment;Entire home/apt;4;2.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""24-hour check-in"",Hangers,Iron,Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,Stove}";;$359.00;;;$0.00;$176.00;6;$96.00;3;365;5 months ago;t;24;54;84;359;15/04/2018;8;14/01/2013;27/12/2017;85.0;8.0;8.0;10.0;9.0;10.0;8.0;f;;;f;f;strict;f;f;2;0.13;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22020-040;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.530.612.456.610;-4.318.145.602.654.840;f;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Wide hallway clearance"",""Step-free access"",""Step-free access"",Beachfront}";;$246.00;;;$800.00;$150.00;2;$250.00;7;36;4 months ago;t;28;58;88;363;14/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;1;;2018;4;;;;;;;;;;
within an hour;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Jacarepaguá;;;;;;;;Rio de Janeiro;Rio de Janeiro;22775-060;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.987.165.543.930;-4.339.074.368.121.840;f;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Window guards"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Cleaning before checkout"",""Host greets you"",Beachfront}";1259.0;$1,390.00;$5,300.00;$7,200.00;$10,000.00;$150.00;5;$300.00;2;180;5 weeks ago;t;30;55;85;360;15/04/2018;5;07/09/2017;04/01/2018;96.0;10.0;10.0;10.0;9.0;10.0;10.0;f;;;f;f;strict;f;f;1;0.68;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22421-020;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.354.734.310.430;-4.319.792.675.797.000;t;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Front desk/doorperson"",""Window guards"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Accessible-height toilet""}";;$222.00;;;$342.00;$102.00;1;$51.00;3;28;3 months ago;t;29;59;89;89;14/04/2018;8;21/02/2012;03/01/2018;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;t;t;1;0.11;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22411-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.982.887.018.331.400;-4.320.252.122.202.400;t;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";;$697.00;$3,000.00;;$3,324.00;$166.00;4;$332.00;4;21;4 months ago;t;0;0;0;0;14/04/2018;14;04/01/2013;13/02/2018;100.0;9.0;10.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;t;t;1;0.22;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Santa Teresa;Centro;;;;;;;;Rio de Janeiro;Rio de Janeiro;20231-050;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.914.853.168.581;-4.318.586.235.182.120;t;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;"{TV,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly""}";;$239.00;$1,424.00;$5,020.00;$683.00;$273.00;3;$273.00;5;30;24 months ago;t;30;60;90;365;15/04/2018;4;22/02/2012;30/06/2014;73.0;5.0;4.0;6.0;9.0;6.0;5.0;f;;;f;f;strict;f;f;1;0.05;2018;4;;;;;;;;;;
within an hour;100%;f;41.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22031-070;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.771.342.716.310;-43.187.179.588.697.500;f;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets allowed"",Doorman,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Window guards"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Host greets you""}";0.0;$181.00;$1,260.00;;$800.00;$100.00;2;$100.00;3;30;3 days ago;t;30;60;90;365;15/04/2018;30;22/09/2012;14/03/2017;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;t;f;16;0.44;2018;4;;;;;;;;;;
within a day;86%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22020-002;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.776.638.572.460;-431.819.181.446.616;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom""}";;$205.00;;$6,506.00;$342.00;$171.00;1;$0.00;4;365;a week ago;t;4;34;64;339;15/04/2018;22;26/02/2012;15/02/2018;97.0;10.0;9.0;10.0;10.0;10.0;10.0;f;;;t;f;moderate;f;f;1;0.29;2018;4;;;;;;;;;;
within an hour;100%;f;3.0;Rio de Janeiro, Rio de Janeiro, Brazil;Santa Teresa;Santa Teresa;;;;;;;;Rio de Janeiro;Rio de Janeiro;20240-060;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.917.038.512.195.700;-4.319.026.223.951.510;t;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in""}";0.0;$1,195.00;$4,098.00;;$683.00;$205.00;3;$34.00;1;7;4 months ago;t;0;0;0;0;14/04/2018;3;08/02/2016;18/08/2016;100.0;10.0;10.0;10.0;10.0;9.0;9.0;f;;;f;f;strict;f;f;3;0.11;2018;4;;;;;;;;;;
within an hour;100%;f;8.0;Rio, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio;Rio de Janeiro;22050-002;Rio De Janeiro;Rio, Brazil;BR;Brazil;-2.296.840.278.142.750;-4.318.209.058.881.680;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,Elevator,Washer,Essentials,Hangers,""Laptop friendly workspace"",""Hot water"",""Bed linens""}";;$181.00;;;$400.00;$60.00;2;$50.00;3;30;2 months ago;t;8;24;54;308;14/04/2018;126;24/01/2012;02/04/2018;82.0;9.0;8.0;9.0;9.0;9.0;8.0;f;;;t;f;strict;f;f;7;1.66;2018;4;;;;;;;;;;
within an hour;100%;t;10.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22410-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.984.446.544.659.800;-43.200.373.532.313;t;Apartment;Entire home/apt;4;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";431.0;$150.00;;;$900.00;$135.00;2;$45.00;2;180;today;t;19;29;59;334;14/04/2018;79;24/03/2012;31/03/2018;94.0;9.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;moderate;t;t;10;1.07;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;;Senador Camará;;;;;;;;Rio de Janeiro;Rio de Janeiro;21833-020;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.881.770.552.619.800;-4.349.129.234.328.050;t;House;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,Washer}";0.0;$31.00;$293.00;$631.00;$480.00;$0.00;1;$45.00;1;6;3 months ago;t;30;60;90;365;15/04/2018;2;29/05/2014;23/06/2014;90.0;8.0;6.0;9.0;10.0;6.0;9.0;f;;;f;f;flexible;f;f;1;0.04;2018;4;;;;;;;;;;
;;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Vila da Penha;Irajá;;;;;;;;Rio de Janeiro;Rio de Janeiro;21220-440;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-228.403.448.303.516;-4.331.419.673.129.860;t;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,Internet,""Free parking on premises"",Breakfast,""Buzzer/wireless intercom""}";;$205.00;;;;;1;$0.00;1;1125;28 months ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;flexible;t;t;2;;2018;4;;;;;;;;;;
within a few hours;100%;t;7.0;Rio de Janeiro, Rio de Janeiro, Brazil;Centro;Centro;;;;;;;;Rio de Janeiro;Rio de Janeiro;20230-023;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.291.040.051.989.050;-43.195.443.644.921.800;f;Apartment;Entire home/apt;3;1.0;1.0;4.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Long term stays allowed"",""Host greets you""}";301.0;$99.00;$702.00;$2,308.00;$600.00;$100.00;2;$45.00;3;89;today;t;5;5;5;5;14/04/2018;22;26/02/2013;20/11/2017;93.0;9.0;9.0;10.0;10.0;8.0;9.0;f;;;t;f;strict;f;f;7;0.35;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Leblon;Leblon;;;;;;;;Rio de Janeiro;Rio de Janeiro;22440-060;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.855.835.639.560;-432.264.087.234.198;t;Apartment;Entire home/apt;5;1.5;2.0;3.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";;$273.00;$3,074.00;$7,855.00;$1,025.00;$342.00;4;$85.00;8;18;5 months ago;t;30;60;90;365;15/04/2018;17;30/01/2012;16/02/2018;95.0;10.0;9.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;1;0.22;2018;4;;;;;;;;;;
